class_id,ten_yr,ten_yr_count_usa,ten_yr_count_germany,ten_yr_count_france
10855,1930,0,0,0
10855,1890,0,0,0
10855,1920,0,1,0
10855,1900,0,0,0
10855,1880,0,0,0
10985,1870,0,0,0
10985,1900,0,0,0
10985,1880,0,0,0
10985,1930,1,0,0
10985,1910,0,0,0
10985,1890,0,0,0
10985,1920,0,1,1
11115,1930,0,1,0
11115,1890,0,0,0
11115,1910,0,0,0
11115,1870,0,0,0
11115,1880,0,0,0
11115,1900,0,0,0
11115,1920,0,3,0
11180,1920,0,0,0
11180,1890,0,0,0
11180,1880,0,0,0
11180,1910,0,0,0
11180,1900,0,0,0
11180,1930,0,2,0
11180,1870,0,0,0
11310,1870,0,0,0
11310,1910,0,0,0
11310,1920,1,0,0
11310,1880,0,0,0
11310,1930,0,0,0
11310,1900,0,0,0
11310,1890,0,0,0
11440,1870,0,0,0
11440,1910,0,0,0
11440,1890,0,0,0
11440,1900,0,0,0
11440,1920,0,0,0
11440,1880,0,0,0
11440,1930,1,0,0
11505,1870,0,0,0
11505,1910,0,0,0
11505,1930,0,1,0
11505,1880,0,0,0
11505,1920,0,1,1
11505,1890,0,0,0
11505,1900,0,0,0
11635,1870,0,0,0
11635,1920,0,0,0
11635,1930,1,0,0
11635,1910,0,0,0
11635,1900,0,1,0
11635,1890,0,0,0
11635,1880,0,0,0
11700,1920,0,1,0
11700,1930,1,4,0
11700,1890,0,0,0
11700,1910,1,2,0
11700,1880,0,1,0
11700,1870,1,0,0
11700,1900,1,2,1
11765,1920,4,3,0
11765,1930,4,2,0
11765,1890,0,0,0
11765,1870,0,0,0
11765,1910,1,4,0
11765,1880,0,0,0
11765,1900,0,3,1
11895,1900,0,0,0
11895,1920,0,2,0
11895,1870,0,0,0
11895,1880,0,0,0
11895,1910,0,1,0
11895,1930,2,2,0
11895,1890,0,0,0
11960,1920,1,0,0
11960,1890,0,0,0
11960,1870,0,0,0
11960,1910,0,0,0
11960,1900,0,0,0
11960,1880,0,0,0
11960,1930,0,0,0
12155,1900,0,0,0
12155,1910,0,0,0
12155,1870,0,0,0
12155,1880,0,0,0
12155,1930,0,0,0
12155,1890,0,0,0
12155,1920,1,0,0
12350,1870,0,0,0
12350,1910,0,0,0
12350,1890,0,0,0
12350,1920,0,0,0
12350,1880,0,0,0
12350,1930,0,0,0
12350,1900,0,0,0
12415,1920,0,0,0
12415,1880,0,0,0
12415,1870,0,0,0
12415,1910,0,0,0
12415,1900,0,0,0
12415,1890,0,0,0
12415,1930,1,0,0
12480,1910,1,0,0
12480,1880,0,0,0
12480,1920,0,0,0
12480,1890,0,0,0
12480,1930,0,0,0
12480,1900,0,0,0
12480,1870,0,0,0
12610,1910,0,0,0
12610,1880,0,0,0
12610,1900,1,0,0
12610,1930,0,0,0
12610,1890,0,0,0
12610,1870,0,0,0
12610,1920,0,0,0
12740,1920,0,0,0
12740,1910,0,0,0
12740,1870,0,0,0
12740,1930,0,0,0
12740,1890,0,0,0
12740,1900,0,1,0
12740,1880,0,0,0
12805,1930,0,0,0
12805,1900,0,0,0
12805,1890,0,0,0
12805,1870,0,0,0
12805,1880,0,0,0
12805,1920,0,0,0
12805,1910,0,0,0
12935,1870,0,0,0
12935,1880,0,0,0
12935,1920,0,0,0
12935,1910,0,0,0
12935,1900,0,0,0
12935,1890,0,0,0
12935,1930,1,0,0
13065,1900,0,0,0
13065,1930,1,0,0
13065,1890,0,0,0
13065,1870,0,0,0
13065,1880,0,0,0
13065,1920,0,0,0
13065,1910,0,0,0
13195,1890,0,0,0
13195,1910,0,0,0
13195,1920,0,0,0
13195,1870,0,0,0
13195,1930,0,0,0
13195,1900,0,0,0
13195,1880,0,0,0
13260,1910,0,0,0
13260,1890,0,0,0
13260,1920,0,0,0
13260,1930,0,0,0
13260,1870,0,0,0
13260,1900,0,0,0
13260,1880,0,0,0
13390,1880,1,0,0
13390,1910,0,0,0
13390,1930,0,0,0
13390,1890,0,0,0
13390,1920,0,0,0
13390,1900,0,0,0
13390,1870,0,0,0
13455,1930,0,0,0
13455,1920,0,0,0
13455,1910,0,0,0
13455,1890,0,0,0
13455,1880,0,0,1
13455,1900,0,0,0
13455,1870,0,0,0
13585,1870,0,0,0
13585,1930,0,0,0
13585,1890,0,0,0
13585,1910,1,0,0
13585,1880,0,0,0
13585,1920,0,0,0
13585,1900,0,0,0
13650,1880,0,0,0
13650,1900,0,0,0
13650,1920,0,0,0
13650,1930,0,0,0
13650,1910,1,0,0
13650,1870,0,0,0
13650,1890,0,0,0
13715,1890,0,0,0
13715,1900,0,0,0
13715,1920,0,0,0
13715,1870,0,0,0
13715,1880,0,0,0
13715,1930,0,0,0
13715,1910,1,0,0
13845,1900,0,0,0
13845,1910,0,0,0
13845,1870,0,0,0
13845,1890,0,0,0
13845,1880,1,0,0
13845,1930,0,0,0
13845,1920,0,0,0
13975,1910,0,0,0
13975,1920,0,0,0
13975,1870,0,0,0
13975,1880,0,0,0
13975,1900,0,0,0
13975,1890,0,0,0
13975,1930,1,0,0
14365,1870,1,0,0
14365,1900,0,0,0
14365,1910,0,0,0
14365,1930,0,0,0
14365,1880,0,0,0
14365,1920,0,0,0
14365,1890,0,0,0
14495,1870,0,0,0
14495,1900,0,0,0
14495,1930,1,0,0
14495,1920,0,0,0
14495,1890,0,0,0
14495,1910,0,0,0
14495,1880,0,0,0
14560,1930,0,0,0
14560,1870,0,0,0
14560,1890,0,0,0
14560,1910,0,0,0
14560,1880,1,0,0
14560,1920,0,0,0
14560,1900,0,0,0
14625,1880,0,0,0
14625,1930,0,0,0
14625,1870,0,0,0
14625,1900,0,0,0
14625,1910,0,0,0
14625,1920,1,0,0
14625,1890,0,0,0
14690,1880,0,0,0
14690,1920,1,0,0
14690,1900,0,0,0
14690,1930,0,0,0
14690,1870,0,0,0
14690,1910,0,0,0
14690,1890,0,0,0
14820,1870,1,0,0
14820,1900,0,0,0
14820,1920,0,0,0
14820,1930,1,0,0
14820,1910,0,0,0
14820,1880,0,0,0
14820,1890,0,0,0
14885,1880,0,0,0
14885,1910,0,0,0
14885,1900,0,0,0
14885,1870,0,0,0
14885,1890,0,0,0
14885,1920,0,0,0
14885,1930,0,0,0
15015,1870,0,0,0
15015,1930,0,0,0
15015,1920,1,0,0
15015,1900,0,0,0
15015,1910,0,0,0
15015,1890,0,0,0
15015,1880,0,0,0
15080,1920,0,0,0
15080,1890,0,0,0
15080,1870,0,0,0
15080,1880,0,0,0
15080,1910,0,0,0
15080,1930,1,0,0
15080,1900,0,0,0
15340,1870,0,0,0
15340,1890,0,0,0
15340,1910,0,0,0
15340,1920,0,0,0
15340,1900,0,0,0
15340,1930,1,0,0
15340,1880,0,0,0
15405,1880,0,0,0
15405,1900,0,0,0
15405,1930,0,1,0
15405,1890,0,0,0
15405,1910,0,0,0
15405,1870,0,0,0
15405,1920,0,0,0
15535,1880,0,0,0
15535,1870,0,0,0
15535,1910,0,0,0
15535,1920,0,0,0
15535,1930,1,0,0
15535,1890,0,0,0
15535,1900,0,0,0
15665,1900,0,0,0
15665,1890,0,0,0
15665,1870,0,0,0
15665,1920,0,0,0
15665,1930,0,0,0
15665,1910,1,0,0
15665,1880,0,0,0
15730,1920,1,0,0
15730,1930,0,0,0
15730,1870,0,0,0
15730,1880,0,0,0
15730,1890,0,0,0
15730,1910,0,0,0
15730,1900,0,0,0
15860,1890,0,0,0
15860,1880,0,0,0
15860,1930,1,1,0
15860,1900,0,0,0
15860,1870,0,0,0
15860,1920,0,0,0
15860,1910,0,0,0
15925,1910,0,0,0
15925,1890,0,0,0
15925,1870,0,0,0
15925,1920,0,0,0
15925,1900,0,0,0
15925,1930,1,0,0
15925,1880,0,0,0
16185,1890,0,0,0
16185,1920,0,0,0
16185,1870,0,0,0
16185,1900,0,0,0
16185,1910,0,0,0
16185,1930,0,0,0
16185,1880,0,0,0
16250,1930,1,0,0
16250,1890,0,0,0
16250,1870,0,0,0
16250,1920,0,0,0
16250,1880,0,0,0
16250,1900,0,0,0
16250,1910,0,0,0
16315,1880,0,0,0
16315,1900,0,0,0
16315,1920,0,0,0
16315,1930,1,0,0
16315,1870,0,0,0
16315,1910,0,0,0
16315,1890,0,0,0
16510,1900,0,0,0
16510,1890,0,0,0
16510,1870,0,0,0
16510,1880,0,0,0
16510,1930,2,0,0
16510,1920,0,0,0
16510,1910,0,0,0
16705,1920,0,0,0
16705,1870,0,0,0
16705,1900,0,0,0
16705,1880,0,0,0
16705,1930,1,0,0
16705,1910,0,0,0
16705,1890,0,0,0
16770,1930,1,0,0
16770,1890,0,0,0
16770,1900,0,0,0
16770,1870,0,0,0
16770,1910,0,0,0
16770,1920,0,0,0
16770,1880,0,0,0
16900,1910,0,0,0
16900,1880,0,0,0
16900,1870,0,0,0
16900,1930,1,0,0
16900,1900,0,0,0
16900,1890,0,0,0
16900,1920,0,0,0
16965,1920,0,0,0
16965,1900,0,0,0
16965,1930,1,0,0
16965,1870,0,0,0
16965,1910,0,0,0
16965,1890,0,0,0
16965,1880,0,0,0
17030,1870,0,0,0
17030,1890,0,0,0
17030,1900,0,0,0
17030,1880,0,0,0
17030,1920,0,0,0
17030,1930,2,1,0
17030,1910,0,0,0
17095,1930,1,0,0
17095,1870,0,0,0
17095,1920,0,0,0
17095,1890,0,0,0
17095,1910,0,0,0
17095,1880,0,0,0
17095,1900,0,0,0
17225,1930,0,0,0
17225,1870,0,0,0
17225,1880,0,0,0
17225,1920,0,0,0
17225,1910,1,0,0
17225,1900,0,0,0
17225,1890,0,0,0
17290,1910,1,0,0
17290,1890,0,0,0
17290,1880,0,0,0
17290,1870,0,0,0
17290,1900,0,0,0
17290,1930,0,0,0
17290,1920,0,0,0
17485,1910,0,0,0
17485,1900,0,0,0
17485,1870,0,0,0
17485,1920,0,0,0
17485,1890,0,0,0
17485,1930,0,0,0
17485,1880,0,0,0
17615,1910,0,0,0
17615,1870,1,0,0
17615,1920,0,0,0
17615,1930,1,0,0
17615,1890,0,0,0
17615,1880,0,0,0
17615,1900,0,0,0
17745,1900,0,0,0
17745,1890,0,0,0
17745,1910,1,0,0
17745,1920,0,0,0
17745,1880,0,0,0
17745,1870,0,0,0
17745,1930,0,0,0
17875,1920,0,0,0
17875,1870,0,0,0
17875,1910,0,0,0
17875,1880,0,0,0
17875,1900,0,0,0
17875,1890,0,0,0
17875,1930,1,0,0
17940,1880,0,0,0
17940,1890,0,0,0
17940,1900,0,0,0
17940,1910,0,0,0
17940,1920,0,0,0
17940,1870,0,0,0
17940,1930,1,0,0
18135,1900,0,0,0
18135,1920,0,0,0
18135,1890,0,0,0
18135,1930,1,0,0
18135,1910,0,0,0
18135,1880,0,0,0
18135,1870,0,0,0
18200,1920,0,0,0
18200,1870,0,0,0
18200,1900,0,0,0
18200,1880,0,0,0
18200,1930,1,0,0
18200,1910,0,0,0
18200,1890,0,0,0
18395,1900,0,0,0
18395,1930,1,0,0
18395,1870,0,0,0
18395,1920,0,0,0
18395,1880,0,0,0
18395,1910,0,0,0
18395,1890,0,0,0
18460,1890,0,0,0
18460,1920,0,0,0
18460,1870,0,0,0
18460,1930,1,0,0
18460,1900,0,0,0
18460,1910,0,0,0
18460,1880,0,0,0
18525,1870,0,0,0
18525,1880,0,0,0
18525,1920,0,0,0
18525,1930,0,0,0
18525,1910,0,0,0
18525,1900,0,0,0
18525,1890,0,0,0
18655,1890,0,0,0
18655,1880,0,0,0
18655,1930,0,0,0
18655,1900,0,0,0
18655,1870,0,0,0
18655,1920,0,0,0
18655,1910,0,0,0
18850,1870,0,0,0
18850,1900,0,0,0
18850,1910,0,0,0
18850,1890,0,0,0
18850,1920,0,0,0
18850,1880,0,0,0
18850,1930,1,0,0
18980,1930,1,0,0
18980,1870,0,0,0
18980,1890,0,0,0
18980,1880,0,0,0
18980,1920,0,0,0
18980,1900,0,0,0
18980,1910,0,0,0
19110,1870,0,0,0
19110,1910,0,1,0
19110,1920,0,0,0
19110,1900,0,0,0
19110,1930,1,0,0
19110,1880,0,0,0
19110,1890,0,0,0
19175,1880,1,0,0
19175,1920,0,0,0
19175,1870,0,0,0
19175,1900,0,0,0
19175,1890,0,0,0
19175,1910,0,0,0
19175,1930,0,0,0
19240,1890,0,0,0
19240,1900,0,0,0
19240,1920,0,0,0
19240,1870,0,0,0
19240,1930,0,0,0
19240,1880,1,0,0
19240,1910,0,0,0
19305,1930,0,0,0
19305,1880,0,0,0
19305,1920,0,0,0
19305,1900,1,0,0
19305,1890,0,0,0
19305,1870,0,0,0
19305,1910,0,0,0
19370,1900,0,0,0
